,기업명,업력,기업형태,사원수,업종,사업내용,평균연봉,최저연봉,최고연봉,22년 대비 증감률,연봉신뢰도,매출액(2020),매출액(2021),매출액(2022),매출액(2023),영업이익(2020),영업이익(2021),영업이익(2022),영업이익(2023)
1469,주식회사핀즐,,,,,,,,,,,"608억 8,865만원","663억 8,586만원","727억 9,546만원","806억 9,131만원","97억 2,669만원","96억 6,010만원","110억 5,381만원","110억 1,411만원"
1470,주식회사핀즐,,,,,,,,,,,"608억 8,865만원","663억 8,586만원","727억 9,546만원","806억 9,131만원","97억 2,669만원","96억 6,010만원","110억 5,381만원","110억 1,411만원"
1471,에이엠(주),,,,,,"7,177","3,688","7,854",3.71,"매우
높음","608억 8,865만원","663억 8,586만원","727억 9,546만원","806억 9,131만원","97억 2,669만원","96억 6,010만원","110억 5,381만원","110억 1,411만원"
1472,에이엠(주),,,,,,"7,177","3,688","7,854",3.71,"매우
높음","608억 8,865만원","663억 8,586만원","727억 9,546만원","806억 9,131만원","97억 2,669만원","96억 6,010만원","110억 5,381만원","110억 1,411만원"
1473,주식회사 바이트사이즈,,,,,,,,,,,"608억 8,865만원","663억 8,586만원","727억 9,546만원","806억 9,131만원","97억 2,669만원","96억 6,010만원","110억 5,381만원","110억 1,411만원"
1474,(주)콜로세움코퍼레이션,,,,,,"5,486","3,147","6,545",11.14,보통,,,,,,,,
1475,(주)에이알247,,,,,,"4,660","2,887","6,465",-4.1,"매우
낮음","2억 6,161만원","3억 3,870만원",5억 33만원,"6억 8,212만원",- 507만원,"- 7,346만원","- 1,907만원","1,695만원"
1476,(주)아비커스,,,,,,"9,034","4,235","9,864",8.9,낮음,"3억 7,831만원","16억 3,143만원","62억 3,213만원",,"- 1,615만원","- 33억 6,944만원","- 91억 2,671만원","- 134억 3,835만원"
1477,(주)아비커스,,,,,,"9,034","4,235","9,864",8.9,낮음,"3억 7,831만원","16억 3,143만원","62억 3,213만원",,"- 1,615만원","- 33억 6,944만원","- 91억 2,671만원","- 134억 3,835만원"
1478,(주)데브,,,,,,"5,340","3,279","6,178",34.47,낮음,"5억 3,870만원","7억 5,976만원","7억 4,776만원","15억 6,782만원","8,331만원","2,439만원","1,615만원","1억 7,878만원"
1479,(주)스피디,,,,,,"6,811","3,811","7,660",19.66,낮음,4억 95만원,"11억 3,294만원","31억 2,523만원","30억 8,115만원","8,811만원","1억 8,523만원","2억 2,650만원","2억 3,291만원"
1480,(주)에이아이부스터,,,,,,"4,676","3,008","6,326",-,"매우
낮음","3억 2,110만원",,,,"8,970만원",,,
1481,(주)업스테이지,,,,,,"8,631","4,371","10,159",21.46,"매우
낮음","2억 9,461만원","58억 1,988만원",59억 203만원,"46억 1,218만원","- 8,309만원","- 8억 6,337만원","- 81억 4,248만원","- 189억 1,399만원"
1482,브이디프렌즈(주),,,,,,"4,548","2,831","6,120",-5.23,낮음,"6억 1,800만원",,,,675만원,,,
1483,(주)글로비트,,,,,,"4,060","2,634","5,486",6.12,낮음,"54억 5,415만원","57억 1,832만원","77억 3,705만원","55억 6,200만원","7억 7,924만원","2억 3,871만원","5억 5,379만원","- 3억 1,669만원"
1484,(주)디엔지니어,,,,,,"3,487","2,481","5,224",-,"매우
낮음","5억 2,742만원",3억 632만원,"2억 4,463만원",,"2,160만원",790만원,"- 4,187만원",
1485,(주)카펜스트리트,,,,,,"6,459","3,421","7,798",6.02,낮음,"12억 1,912만원",32억 919만원,47억 34만원,"61억 3,526만원","- 3억 4,896만원","- 5억 6,091만원","- 35억 1,314만원","- 52억 5,663만원"
1486,(주)카펜스트리트,,,,,,"6,459","3,421","7,798",6.02,낮음,"12억 1,912만원",32억 919만원,47억 34만원,"61억 3,526만원","- 3억 4,896만원","- 5억 6,091만원","- 35억 1,314만원","- 52억 5,663만원"
1487,(주)코닉글로리,,,,,,,,,,,"12억 1,912만원",32억 919만원,47억 34만원,"61억 3,526만원","- 3억 4,896만원","- 5억 6,091만원","- 35억 1,314만원","- 52억 5,663만원"
1488,(주)옵트에이아이,,,,,,"5,017","2,959","6,745",-3.67,"매우
낮음","4,851만원","3억 3,904만원",,,"- 1,162만원","- 1억 6,598만원","- 2억 5,857만원",
1489,(주)옵트에이아이,,,,,,"5,017","2,959","6,745",-3.67,"매우
낮음","4,851만원","3억 3,904만원",,,"- 1,162만원","- 1억 6,598만원","- 2억 5,857만원",
1490,(주)디엔지니어,,,,,,"3,487","2,481","5,224",-,"매우
낮음","5억 2,742만원",3억 632만원,"2억 4,463만원",,"2,160만원",790만원,"- 4,187만원",
1491,오리온디스플레이(주),,,,,,"4,420","2,933","6,028",-2.32,낮음,"44억 8,773만원","34억 2,867만원",,,"- 2,785만원","- 8억 2,842만원","- 4억 6,178만원",
1492,(주)드림에이치알,,,,,,,,,,,"44억 8,773만원","34억 2,867만원",,,"- 2,785만원","- 8억 2,842만원","- 4억 6,178만원",
1493,(주)코닉글로리,,,,,,,,,,,"44억 8,773만원","34억 2,867만원",,,"- 2,785만원","- 8억 2,842만원","- 4억 6,178만원",
1494,(주)디엔지니어,,,,,,"3,487","2,481","5,224",-,"매우
낮음","5억 2,742만원",3억 632만원,"2억 4,463만원",,"2,160만원",790만원,"- 4,187만원",
1495,엑시나(주),,,,,,"9,566","4,953","10,159",3.12,"매우
낮음","- 10억 6,494만원","- 35억 6,657만원",,,,,,
1496,주식회사 구로테크,,,,,,,,,,,"- 10억 6,494만원","- 35억 6,657만원",,,,,,
1497,하피챗주식회사,,,,,,,,,,,"- 10억 6,494만원","- 35억 6,657만원",,,,,,
1498,하피챗주식회사,,,,,,,,,,,"- 10억 6,494만원","- 35억 6,657만원",,,,,,
1499,비전아이(주),,,,,,,,,,,,,,,,,,
1500,비전아이(주),,,,,,,,,,,,,,,,,,
1501,(주)브레인힐,,,,,,"3,759","2,557","5,575",11.25,낮음,"2억 2,474만원","2억 1,870만원",,,501만원,"- 4,441만원",,
1502,(주)에이티센스,,,,,,,,,,,"2억 2,474만원","2억 1,870만원",,,501만원,"- 4,441만원",,
1503,(주)에이티센스,,,,,,,,,,,"2억 2,474만원","2억 1,870만원",,,501만원,"- 4,441만원",,
1504,아타드(주),,,,,,"4,021","2,662","6,020",5.82,"매우
낮음","7,773만원",,,,"- 6억 2,647만원",,,
1505,아타드(주),,,,,,"4,021","2,662","6,020",5.82,"매우
낮음","7,773만원",,,,"- 6억 2,647만원",,,
1506,아타드(주),,,,,,"4,021","2,662","6,020",5.82,"매우
낮음","7,773만원",,,,"- 6억 2,647만원",,,
1507,(주)나우코딩랩스,,,,,,"5,099","3,171","6,990",15.75,낮음,"2억 2,000만원","8억 7,234만원","7억 9,508만원",,- 663만원,"2억 3,551만원","- 5,896만원",
1508,(주)커널로그,,,,,,,,,,,"2억 2,000만원","8억 7,234만원","7억 9,508만원",,- 663만원,"2억 3,551만원","- 5,896만원",
1509,에이피써치,,,,,,,,,,,"2억 2,000만원","8억 7,234만원","7억 9,508만원",,- 663만원,"2억 3,551만원","- 5,896만원",
1510,에이피써치,,,,,,,,,,,"2억 2,000만원","8억 7,234만원","7억 9,508만원",,- 663만원,"2억 3,551만원","- 5,896만원",
1511,에이피써치,,,,,,,,,,,"2억 2,000만원","8억 7,234만원","7억 9,508만원",,- 663만원,"2억 3,551만원","- 5,896만원",
1512,맘꽃가든,,,,,,,,,,,"2억 2,000만원","8억 7,234만원","7억 9,508만원",,- 663만원,"2억 3,551만원","- 5,896만원",
1513,주식회사 에이버튼,,,,,,"9,708","5,244","10,850",-,"매우
낮음",,,,,,,,
1514,주식회사 에이버튼,,,,,,"9,708","5,244","10,850",-,"매우
낮음",,,,,,,,
1515,(주)텍스트웨이,,,,,,"3,648","2,620","5,900",-9.86,"매우
낮음","1,500만원","2,639만원",,,- 881만원,- 1억 907만원,,
1516,(주)나우코딩랩스,,,,,,"5,099","3,171","6,990",15.75,낮음,"2억 2,000만원","8억 7,234만원","7억 9,508만원",,- 663만원,"2억 3,551만원","- 5,896만원",
1517,(주)유니텍,,,,,,"6,055","3,468","7,100",33.66,"매우
낮음",,,,,,,,
1518,코넥티브(주),,,,,,"7,831","4,020","9,234",41.4,"매우
낮음","8,127만원",,,,- 43만원,"- 1억 8,096만원","- 12억 6,577만원",
1519,코넥티브(주),,,,,,"7,831","4,020","9,234",41.4,"매우
낮음","8,127만원",,,,- 43만원,"- 1억 8,096만원","- 12억 6,577만원",
1520,(주)헥토,,,,,,"7,830","4,192","9,450",4.46,보통,,,,,,,,
1521,파워에이치알,,,,,,,,,,,,,,,,,,
1522,(주)미스고,,,,,,"3,942","2,590","5,646",-18.5,낮음,- 1만원,,,,,,,
1523,(주)미스고,,,,,,"3,942","2,590","5,646",-18.5,낮음,- 1만원,,,,,,,
1524,왓트(주),,,,,,"2,578","2,268","5,185",-,"매우
낮음",,,,,,,,
1525,(주)이노케어플러스,,,,,,,,,,,,,,,,,,
1526,(주)지엠이바이오,,,,,,"4,458","2,803","6,060",6.73,"매우
낮음",,,,,,,,
1527,(주)지엠이바이오,,,,,,"4,458","2,803","6,060",6.73,"매우
낮음",,,,,,,,
1528,(주)플루이즈,,,,,,"3,935","2,749","5,800",24.37,"매우
낮음",,,,,,,,
1529,왓트(주),,,,,,"2,578","2,268","5,185",-,"매우
낮음",,,,,,,,
1530,(주)이노케어플러스,,,,,,,,,,,,,,,,,,
1531,이노에이치알컨설팅,,,,,,,,,,,,,,,,,,
1532,(주)아티크론,,,,,,"4,022","2,605","5,721",20.17,"매우
낮음",,,,,,,,
1533,(주)아티크론,,,,,,"4,022","2,605","5,721",20.17,"매우
낮음",,,,,,,,
1534,(주)에이치티에이,,,,,,,,,,,,,,,,,,
1535,(주)애드,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1536,(주)풀림,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1537,(주)풀림,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1538,(주)에이치티에이,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1539,주식회사 엔사이버,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1540,(주)퓨처크래프트,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1541,딥러닝연구개발,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1542,주식회사 에임인텔리전스,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1543,주식회사파미트리,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1544,주식회사축산로봇웨어,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1545,(주)웅진,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1546,(주)웅진,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1547,아이디어스투실리콘 주식회사,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1548,아이디어스투실리콘 주식회사,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1549,앳지코퍼레이션주식회사(aTJYCorp.),,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1550,성남그린컴퓨터아카데미,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1551,마이스타24특허법률사무소,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1552,"주식회사불마켓랩스(BullMarketLabsCo.,Ltd.)",,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1553,"주식회사불마켓랩스(BullMarketLabsCo.,Ltd.)",,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1554,하이콤프아이엔티,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1555,"주식회사불마켓랩스(BullMarketLabsCo.,Ltd.)",,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1556,하이콤프아이엔티,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1557,하이콤프아이엔티,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1558,하이콤프아이엔티,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1559,하이콤프아이엔티,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1560,하이콤프아이엔티,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1561,(주)웅진,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1562,(주)웅진,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1563,아이디어스투실리콘 주식회사,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1564,아이디어스투실리콘 주식회사,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1565,주식회사클럽콘크리트,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1566,(주)웅진,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1567,아이디어스투실리콘 주식회사,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1568,(주)웅진,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1569,터닝포인트HR,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1570,라인서치,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1571,라인서치,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1572,(주)피플케어코리아,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1573,소프트아이(SOFTEYE),,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1574,주식회사프로가주이코,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1575,라인서치,,,,,,"4,864","2,910","6,300",-0.67,"매우
낮음",,,,,,,,
1576,(주)디에스앤지,,,,,,"6,773","3,728","7,910",18.06,"매우
낮음","686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1577,(주)디에스앤지,,,,,,"6,773","3,728","7,910",18.06,"매우
낮음","686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1578,주식회사 핀커스에이치알지,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1579,(주)그린에이아이,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1580,유어피플,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1581,유어피플,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1582,쓰리핸즈(3Handz),,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1583,쓰리핸즈(3Handz),,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1584,(주)잉글리시에그,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1585,주식회사파워탤런트,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1586,주식회사파워탤런트,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1587,주식회사파워탤런트,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1588,제이앤피에이치알컨설팅,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1589,위더스파트너스(주),,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1590,탑커리어인사이트,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1591,굿커리어,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1592,(주)오투플러스,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1593,(주)피플렙,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1594,(주)오투플러스,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1595,(주)피플케어코리아,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1596,주피터로보틱스,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1597,주식회사 애스크엔터테인먼트,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1598,(주)디에스앤지,,,,,,"6,773","3,728","7,910",18.06,"매우
낮음","686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1599,(주)디에스앤지,,,,,,"6,773","3,728","7,910",18.06,"매우
낮음","686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1600,주식회사 세계입찰,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1601,주식회사 세계입찰,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1602,주식회사 세계입찰,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1603,위키에이드,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1604,굿커리어,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1605,굿커리어,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1606,(주)블루라이언스,,,,,,,,,,,,,,,,,,
1607,(주)화이트스캔,,,,,,,,,,,,,,,,,,
1608,(주)주호시스템즈,,,,,,,,,,,,,,,,,,
1609,(주)테사,,,,,,,,,,,,,,,,,,
1610,(주)뮤즈라이브,,,,,,,,,,,,,,,,,,
1611,한화비전(주),,,,,,,,,,,,,,,,,,
1612,달슨,,,,,,,,,,,,,,,,,,
1613,(주)러너스,,,,,,,,,,,,,,,,,,
1614,(주)크래블,,,,,,,,,,,,,,,,,,
1615,(주)미리비트,,,,,,,,,,,,,,,,,,
1616,(주)미리비트,,,,,,,,,,,,,,,,,,
1617,(주)에이케이씨,,,,,,,,,,,,,,,,,,
1618,사이언티픽아날로그랩스(주),,,,,,,,,,,,,,,,,,
1619,(주)미리비트,,,,,,,,,,,,,,,,,,
1620,스마일드래곤(주),,,,,,,,,,,,,,,,,,
1621,티에스엔랩(주),,,,,,,,,,,,,,,,,,
1622,(주)유니온커뮤니티,,,,,,,,,,,,,,,,,,
1623,(주)유니온커뮤니티,,,,,,,,,,,,,,,,,,
1624,(주)토르드라이브,,,,,,,,,,,,,,,,,,
1625,(주)토르드라이브,,,,,,,,,,,,,,,,,,
1626,(주)토르드라이브,,,,,,,,,,,,,,,,,,
1627,(주)토르드라이브,,,,,,,,,,,,,,,,,,
1628,(주)토르드라이브,,,,,,,,,,,,,,,,,,
1629,한화비전(주),,,,,,,,,,,,,,,,,,
1630,(주)미리비트,,,,,,,,,,,,,,,,,,
1631,(주) 원프레딕트,,,,,,,,,,,,,,,,,,
1632,(주)미리비트,,,,,,,,,,,,,,,,,,
1633,(주)미리비트,,,,,,,,,,,,,,,,,,
1634,(주) 원프레딕트,,,,,,,,,,,,,,,,,,
1635,(주)코비그룹,,,,,,,,,,,,,,,,,,
1636,(주)알지티,,,,,,,,,,,,,,,,,,
1637,(주)알지티,,,,,,,,,,,,,,,,,,
1638,에이치알포유(주),,,,,,,,,,,,,,,,,,
1639,(주)알지티,,,,,,,,,,,,,,,,,,
1640,(주)에너자이,,,,,,,,,,,,,,,,,,
1641,(주)에듀윌,,,,,,,,,,,,,,,,,,
1642,스트라드비젼(STRADVISION),,,,,,,,,,,,,,,,,,
1643,(주)미니레코드,,,,,,,,,,,,,,,,,,
1644,(주)커리어라이즈,,,,,,,,,,,,,,,,,,
1645,(주)게임엔,,,,,,,,,,,,,,,,,,
1646,에이치알포유(주),,,,,,,,,,,,,,,,,,
1647,에이치알포유(주),,,,,,,,,,,,,,,,,,
1648,(주)디렉터스테크,,,,,,,,,,,"686억 1,372만원","687억 3,029만원","994억 4,681만원","819억 4,069만원",66억 234만원,"83억 4,043만원","104억 3,226만원","165억 5,531만원"
1649,(주)이스트소프트,,,,,,"5,481","3,081","7,289",0.2,높음,,,,,,,,
1650,(주)미리디,,,,,,"5,326","3,011","7,100",14.44,높음,,,,,,,,
1651,(주)인텔리빅스,,,,,,"5,853","3,223","7,374",2.67,보통,"102억 1,702만원","110억 7,652만원","126억 7,910만원","182억 8,932만원","24억 5,973만원","12억 2,078만원",14억 734만원,18억 167만원
