인물,대사
신지, 어머님 제가요 좀 전까지도 시간이 많았는데 갑자기 시간이 전혀 없게 됐거든요?
문희,왜 없어? 뭐 뮤지컬? 아니 그래도 니 애 아니냐.. 니가 안 봐주면 누가..  알았다 끊어. 
준하,아이구 오늘도 장사 망했네.  아 배고파..
민호,아 배고파..아.. 할머니.. 밥 주세요..
윤호,이제 끝났냐?
민호,넌 왜 학원 안 왔어?
윤호,가기 싫으니까.
준하, 엄마 밥 줘요. 엄마.
문희,니들이 차려먹어.
준하,어디 가세요?
문희,나 돈암동 외삼촌네 간다.  자.
준하, 애를 놓고 가시게요?
문희,거기까지 어떻게 데려가?
준하,민용이 낚시갔잖아요. 애를 누가 보지?
문희,니들이 보던지 에미한테 보라 그래. 니들은 식구 아니냐? 내가 뭐 애보는 기계도 아니구. 
윤호,할머니 언제 오시는데요?
문희,나도 모른다. 
준하,어 준이야 울지마 울지마 왜 울어?
민호,할머니가 없어서 그런가봐요~
윤호,오로로로~
순재,이거는 뭐 예보도 없이 눈이 이렇게 와..
민용, 아 추워.. 개미새끼 한마리 안 보이는데요?
순재,아 나 원. 날을 잘 못 맞췄어.
민용,그냥 잠이나 잘껄. 이게 뭐예요? 올라가요.
순재,눈이 이렇게 오는데 어떻게 가? 오늘은 글렀어.
민용,아..뭐야..나 약속도 있는데 갑자기 끌려와서. 
순재, 너 나랑 바둑이나 한판 두자.
민용,저 바둑 잘 못 두는 거 아시잖아요.
순재,두긴 두잖아.
민용,두긴 두죠.
순재,그럼 둬. 
민용,하.. 
해미,아유 시끄러. 준이 왜 이렇게 울어?
민호,어 엄마다~
준하,얘 좀 어떻게 해봐. 계속 울어. 
해미,배고픈 거 아니야?
민호,우유도 안 먹어.
해미,준이야.. 왜 울어? 어? 
윤호,어? 그쳤다!
해미,불편하니까 울지. 잘 안아줘야지.  어머님은 어디 가셨어?
준하,엄마 돈암동 가셨어.
해미,응? 왜 갑자기 말도 없이? 그런 말씀 안하셨잖아.
민호,할머니 화나신 거 같던데.
해미,왜?
해미,아니 근데 애를 놓고 가시면 어떡해? 누가 보라고? 삼촌도 없잖아.
준하,우리보고 알아서 하라 그러시던데.
윤호,근데 우리는 잘 못 보니까 엄마가 봐야지 뭐.
해미,아니 정말.. 갑자기 논문 발표할 거 생겨서 안 그래두 비상인데. 어머님까지 안 계시면 어떡해? 하..
민호,어 또 운다?
해미,아 정말..  어머 이게 뭐가 아직도 미끈거려~ 윤호야 바닥 좀 닦아~
문수,이거 또 피박이네. 쳤다하면 피박이야. 전화 왔어.
문희,어?  집안에 식모유모 없어지니까 답답하지?
문수,누군데?
문희,우리집 싹퉁바가지.
문수,에이! 받지마!
문희,안 받어 내가 왜 받어~ 내 차례지? 아싸. 
순재,졌지? 헤헤헤.. 에이 싱거워. 너무 싱거워서 재미가 없네.
민용,그러게 제가 잘 못 둔다 그랬잖아요.
순재,잘못 둬도 어느 정도 못 두는지 알았지 이게 뭐냐? 여기서부터 여까지 다 죽었잖아 너.
민용,그러게 잘 못 둔다니까요.
순재,못 둬도 이렇게 못 두냐? 이거 도대체 몇 집 차이야? 내가 발로 둬도 이거보단 낫겠네.
민용,참 무슨 발로 둬도.. 
순재,왜? 한 판 더 둬?
민용,됐어요. 
순재,한판 더 둬. 대신에 이번엔 내가 발로 둬줄게. 어? 어떠냐?
민용,에? 참..  됐습니다.
준하,여보 배고픈데...
해미,..... 
준하,여보 배고파.
해미,좀 알아서 먹어~ 밥 있잖아~
준하,밥이 하나도 없어.
해미,그럼 밥 해먹던지. 나보고 이 상황에 지금 밥까지 하라구?
민호,전기밥솥 어떻게 하는지 모르는데.
해미,하...그럼 자장면 시켜 먹던지!
준하,자장면 시켜 먹자.
해미,왜 또 울어? 배고파?
윤호,짜장둘 짬뽕둘이요.
해미,울지마 울지마. 우유 줄께.  엄마야~
해미,이윤호! 너 바닥 좀 닦으랬더니!
윤호,닦았는데 싹싹.
해미,닦긴 뭘 닦아? 그대론데! 하 정말.. 남자 셋이 어쩌면 이렇게 아무짝에도 쓸모가 없어?
해미, 애를 봐주기를 하나 밥을 할 줄 아나 걸레질을 잘 하나.
준하,애 봐주고 싶은데 내가 안으면 자꾸 우는 걸 어떡해.
해미,그러니까. 곰처럼 힘만 좋으면 뭐하냐구. 쓸데도 하나 없이..
해미,민호 넌 똑똑하다는 애가 왜 밥도 하나 못해? 여기 설명법 다 적혀있는데.. 해보려고 하지도 않고. 너 헛똑똑이야. 헛똑똑이.
해미,이윤호 저건 촐싹거리기만 하지 걸레질 하나를 제대로 못해. 남자가 제일 매력 없는 게 너처럼 촐싹거리는 거야.
해미,아..죽겠네 정말.. 
준하,"야, 엄마 많이 화 난 것 같지?"
준하,아무리 그래도.. 우리 잘못도 아니고 왜 우리한테 그러냐? 들었지? 나보고 곰이란다 곰. 언제는 힘세서 최고라더니.
민호,나보곤 헛똑똑이래. 하 참..
윤호,내가 최악이야. 나보고 촐싹거린대잖아 쪽팔리게..
순재,야 눈 대충 녹았으니까 읍내 가서 밥 먹자.
민용,아 귀찮은데..
순재,귀찮아도 밥은 먹어야 될 거 아니야.  일어나.
순재,어어어~
민용,아 저 자식이..
순재,뭐야? 운전을 뭐 이따위로 해?
민용,길이 미끄러워요.
순재,니가 운전에 집중을 안 하니까 그렇지 변명은 자식이..
민용,길이 미끄러워서 그렇다니까요.
순재,그러게 애초에 천천히 가든지.. 길 미끄러운데 급브레이크를 밟으면 어떡해? 그러다 아주 360도로 돌아서 같이 죽자고?
민용,천천히 갑니다..
순재, 자식이.. 운전을 몇 년씩이나 한 놈이 이따우로.. 내가 발로 해도 너보단 운전 잘하겠다.
민용,참..
순재,못할 거 같으냐? 내가 지금 발로 할까? 발로 해?
민용,또 왜 이러세요? 운전을 어떻게 발로 해요?
순재,왜 못해? 발로 운전해도 너보단 잘해 임마.. 운전도 하나 제대로 못하고 이런 한심한 놈. 에이..
민용, 하 참..
해미, 다들 나 좀 봐.
해미,주목! 도저히 안되겠어. 셋이 가서 어머님 좀 모시구 와.
해미,도저히 일을 할 수가 없어. 나 오늘 밤새야 되는데 애 이렇게 업고는 도저히 안돼. 얼른 가서 모시고 와.
준하,엄마가 안 오실려 그럴텐데.
해미, 어머님 하나 설득도 못해? 그럼 도대체 셋이서 하는 게 뭐야?
해미,어머님 전화해도 아예 받지도 않으시니까 가서 모시고 오는 수 밖에 없어. 어떻게든 설득하고 달래서 모시고 와.
준하,아 왜 다들 우리한테 짜증이야..
민호,아빠 우리 가야될 거 같지?
윤호,난 그 집 가기 싫은데.
민호,나도.
해미, 뭣들 해?
준하,여긴 어떻게 올 때마다 이렇게 적응이 안 되냐?
윤호,꼭 정무문 같지 않아요? 이 명패하며 왠지 한번 들어가면 살아서 나오지 못할 것 같은 이 분위기!  야뵤~
민호,좀 까불지 좀 마.
윤호,내가 안 까불면 지금 뭘 할 것 같냐? 
민호,그럼 계속 까불던지.
준하,들어가자. 뭐 죽이기야 하겠어? 
초인종소리, 천하장사 만만세~ 천하장사 만만세~
윤호,와~ 초인종 소리 죽이는데..
문수, 누구쇼?
준하,흑석동에서 왔습니다. 안녕하세요? 
문수,어떻게 말도 없이 왔어? 오랜만이네.
준하,네 그냥 지나는 길에 들렀습니다. 인사드린 지도 오래 됐고.
문권,어 그래..앉아.
준하,그 새 트로피가 많이 늘었네요.
문희,아니 니들 갑자기 웬일이야?
준하,엄마.  어머니.
문희,갑자기 웬일이야? 무슨 일 있어?
윤호,할머니 모시러 왔어요.
민호,저희랑 같이 가세요.
준하,엄마.. 아니 어머니..지금 집이 완전히 엉망이야 엉망. 준이도 계속 울고..
문희,내가 얼마나 자릴 비웠다고.. 고새..
문수,이놈들! 가만보니까 니 엄마 또 종처럼 부려먹으려고 왔구나!
문수,이런 불효막심한 놈들! 부려먹을 사람이 필요하면 사람을 써! 늙은 에미 부려먹지 말고!
문권,누님 더 쉬다가 갈 거니까 그렇게들 알고 돌아가.
문희,오빠. 여기까지 온 거 보니까 집에 또 엉망인거 같은데...
문수,그냥 있어. 이것들이 지들이 좀 하면 될 걸 하루를 못 참고 사람을 오라 가라야?
준하,네.  가자. 애들아.
민용, 네 네. 적었어요 네.  어 아버지 전화 왔길래 제가 받았어요. 
순재,누군데?
민용,한의학협회라 그러던데.
순재,그래? 뭐래?
민용,무슨 모임 있대요.  여기 장소랑 적어놨어요.
순재, 이거 뭐라고 적어 논거야?
민용,네?
순재,이게 뭐냐? 글씨 꼬라지 하곤.. 이게 뭐야? 개발새발 찍찍. 선생이란 놈이 글씨가 이래가지고. 니 판서를 애들이 알아보긴 해?
민용,저 체육이라 판서 잘 안해요..
순재,그걸 변명이라고. 이게 뭐라고 써 논 거야?
민용,좀 날려 적어서 그렇지.. 다 보이는데. 세종빌딩 13층 백합홀. 오후 6시.
순재,글씨 좀 제대로 써 자식이.. 이게 어떻게 사람이 손으로 쓴 글씨야? 내가 발로 써도 이거보단 잘 쓰겠다. 어이구 자식..
민용, 거 걸핏하면 발로..
순재,뭐? 뭐?
민용,맨날 발로해도 저보다 다 잘하신다는데 아버지 진짜 발로해도 이거보다 잘 쓰실 수 있어요?
순재,당연하지. 두말하면 입 아퍼.
민용,좋아요 발로 한번 해보죠. 하는 김에 바둑이랑 운전이랑 글씨랑 다 해보시죠. 전부 저보다 발로해도 잘하신다면서요.
순재,뭐?
민용,해보시라구요 발로 한번~
준하, 추운데 괜히 왔다갔다 고생만 했네. 니 엄마가 또 뭐라 그럴텐데..
윤호,어쩔 수 없었잖아요. 그 분위기에서 뭘 더 어떻게 해요.
민호,집안 분위기가 너무 무서워.
윤호,엄마예요?
준하, 에이 안 받아.
민호,엄마다.
윤호,엄마야.
민호,이렇게 안 받으면 엄마 점점 더 화날텐데..
윤호,엄마 히스테리 폭발하면 장난 아니잖아. 어떻게 감당 해?
준하,하 씨 몰라. 여기서 일단 버텨. 
민호,근데 아빠. 엄마 정말 논문 때문에 정신없는 거 같은데 우리가 이렇게 있어도 되는 거야?
윤호,그럼 뭐 어떡해? 우리가 할 수 있는 게 없잖아~
준하, 민호 말이 맞어.
준하,니 엄마가 저렇게 바쁜 상황에서 우리가 이렇게 무기력하게...우리 삼부자가 이렇게 무능력한 삼부자였나..?
준하,아니지? 우리 삼부자가 어떤 삼부잔데.. 뭉치기만 하면 무적의 삼부자 아니냐? 야 일어나!
준하,우리 다시 가자! 가서 우리 삼부자의 진짜 위력을 엄마한테 보여주자! 우리가 이런 무능력한 삼부자가 아니잖아!
준하,어떠냐?
준하,좋아 출동! 무적의 삼부자!! 간다 힘쎈돌이! 
민호, 난 꾀돌이!
윤호, 난 바람돌이!
준하, 아 이런~ 차 키! 
윤호, 아빠.
준하,응?
준하,그럼 들어갈까?
민호,잠깐! 그냥 들어가면 안 되지 않겠어요? 아까도 할머니 안 보내줄려 그랬었는데.
윤호,내가 잽싸게 뛰어 들어가서 모시고 나올까?
준하,아니면 힘으로 밀어부쳐?
민호, 무슨 방법을 생각하는 게 좋을 것 같은데..
윤호,그냥 들어가서 바람처럼 모시고 나와~
준하," 잠깐만. 꾀돌이, 뭐 좋은 꾀라도 있어?"
민호, 우리 셋 힘을 좀 합쳐보죠.
민호,일단 담을 넘어서 몰래 들어가야 되는데..
준하,내가 받칠테니까 윤호 니가 들어가볼래?
윤호,오케이 아빠 등만 좀 대봐요.
준하,알았어. 
준하, 오 역시 바람돌이~~
민호, 문 열어줘..
윤호, 들어오세요.
순재, 아흐.. 
민용,그렇게 두셨어요? 자요. 
민용,아이고. 이거 바둑판 밖에 막 두시고..
순재,다시 다시 기다려.  내가 발로 둬도 너보다 못할 줄 알아..
민용, 왜 그러세요?
순재,쥐..다리에.. 쥐.. 아.. 아... 야! 쥐!
민용,그러게 왜 고집을 피우세요? 진짜.  이제 다 안되는 거 아시겠죠?
순재,알긴 뭘 알아 이놈아. 내가 발로 해도 너보다 잘해.
민용,다 해보셨잖아요. 안되셨으면서. 다시 해봐요?
순재,뭐?
민용,그러니까 자꾸 발로해도 더 잘 한다 그런 말씀마세요 이제. 아셨죠?
민용,뭐 더 하실 말씀 있으세요?
순재,없다 이 자식아. 
민용,아. 
민호,찾았어요. 이쪽 방에서 전부 고스톱 치고 있어요.
준하,어 그래? 
민호,내가 잠깐 시선 분산시킬테니까 아빠가 할머니 맡고 윤호는 퇴로를 맡아!
민호, 문이 잠겼네.. 
윤호,(잽싸게 달려온다. 다와서 붕 뛰어서 민호 옆에 착 붙는다. 카메라 민호쪽에서 바닥에 붙여 앙각으로 찍으면 좋을듯.
민호,문이 잠겼어..
윤호, 됐지? 
민호,역시 바람돌이야.. 
민호, 1분전!
준하,알았어!  1분전!
윤호,오케이! 
문수, 무슨 일이야? 뭐가 터졌어?
문권, 이게 뭐야? 왜 이래?
민호, 이때예요 아빠!
준하,오케이!
준하,엄마!
문희, 어? 너 또 왔어?
준하,엄마 빨리가요! 
문희,어머 얘가 왜 이래?
민호, 할머니 확보했다! 도망준비!
윤호,준비 완료!
문수, 저건 또 뭐야?
윤호,아빠. 여기!!
준하,그래!
문희,니들 왜 이래? 이게 다 뭐하는 짓이야?
준하,엄마 우리 빨리 가야 돼! 
민호,집에서 만나! 
해미,준이야 얼른 자. 왜 안 자니.
문희,나 왔다.
해미, 어머님!
문희,준이야.. 할미 왔다. 
해미,어머님~ 저 어머님 안 계셔서 너무 힘들었어요~ 
문희,그래서 왔잖아. 너 오늘 논문 써야 되는지는 몰랐지. 얼른 해라. 집 꼴이 이게 뭐냐.
해미,고마워요 어머님~ 
준하,작전 대성공이야~
민호,무적의 삼부자 만세~~
윤호,정말 우리 셋이 뭉치니까 안될 게 없네? 참 근데 너 부엌에서 계란 터지게 했잖아. 계란이 왜 터진 거야?
민호,그게..전자렌지의 간단한 원리만 알면 돼. 전자렌지라는 게 마이크로 웨이브를 이용해 물체의 물분자를 진동시켜
윤호,됐다 입 다물어. 됐어.
준하,"자, 작전 성공했으니까 여기서 일단 해산하고, 기회가 있으면 다시 뭉치자구."
준하,자 그럼 수고! 
순재,어 추워.
민용,얼른 드세요. 다 불어요.
순재,이거 뭐 쓸데없는 짓만 하다 가잖아.  임마 넌 젓가락질이 왜 그래?
민용,네?
순재,그 나이 먹도록 젓가락질 하나 제대로 못배웠어? 너 어디서 그렇게 밥 먹으면 그게 다 우리집 욕보이는 거 아냐? 어째 그래?
민용,전 그냥 이게 편한대요.
순재,편하긴 자식이. 젓가락질 꼬라지하고는.. 내가 발로해도..
민용,발로요?
순재,아니. 내가 발로 하면 그거 보다 못하겠지.
민용, 그냥 전 이게 편해요.
순재,고쳐. 어디서 젓가락질을.. 쯧. 
해미, 여보.
준하,어 왜?
해미,나 지금 삼거리에 있는데 차가 갑자기 멈춰섰어. 어떡해?
준하,뭐라고?  5분내로 출동할께 기다려. 
준하, 엄마가 위기다. 출동!
준하, 편의점 앞 삼거리로 집결하라!
준하, 출동! 삼부자!
민용,네 서선생?
민정, 저기.. 뭐하세요?
민용,그냥 있는데요. 왜요?
민정,아니 저...헤...  저기요.. 제 친구가...
민용,뭐 티켓 줬나봐요?
민정, 어 어떻게 아세요?
민용,아마도 오늘꺼겠죠?
민정, 어 어떻게 아세요?
민용,같이 갈 사람은 펑크냈구요?
민정,어머 귀신이시다~  지금 놀리시는 거죠..?
민용, 같이 가서 봐요. 뭔진 모르지만..
민정,정말요?
민용, 심심했는데 잘됐네요.
민정, 이거 대학로에서 하는 연극인데요 진짜 재밌대요. 6시꺼요.. 네 그럼 이쪽으로 오세요.
